3.000000000000000000e+00,3.000000000000000000e+00,1.258227239646903328e+01,6.027673484378831548e-01,3.851345824782622174e+01,2.118273996694523542e-01
4.000000000000000000e+00,0.000000000000000000e+00,5.263817554139049726e+00,9.735419732301847651e-01,9.011616812236608709e+00,2.527331972458904397e-01
5.000000000000000000e+00,0.000000000000000000e+00,5.263815003470045717e+00,9.735385996609277059e-01,9.011616712228208925e+00,2.527300418666324489e-01
4.000000000000000000e+00,1.000000000000000000e+00,5.424106192130510706e+00,2.450187364094470188e-01,9.493302592479151869e+00,3.871628698298539440e-03
5.000000000000000000e+00,1.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00,1.761702884574807371e+01,5.000000000000000000e-01
4.000000000000000000e+00,2.000000000000000000e+00,1.023657149063545191e+01,2.526736738414659955e-01,6.392569045507590175e+01,1.334809700506102703e-01
4.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,5.878933436609916185e+01,5.000000000000000000e-01
5.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,3.492387985862278055e-01,8.000000000000000000e+00,3.719123851925661417e-01
5.000000000000000000e+00,3.000000000000000000e+00,1.322447924159087762e+01,3.985005317314185835e-01,6.400000000000000000e+01,1.137757137831452159e-01
3.000000000000000000e+00,0.000000000000000000e+00,8.799478986714984075e+00,6.448189994090444688e-02,6.359315175702031553e+01,3.119033297127681292e-01
3.000000000000000000e+00,1.000000000000000000e+00,9.945075147617970401e+00,9.131854308124868203e-01,4.964758035040573958e+01,4.919051279308553903e-01
3.000000000000000000e+00,2.000000000000000000e+00,1.320030473212030131e+01,9.213185509138164253e-01,2.134119893729628359e+01,4.151478248014698891e-01
3.000000000000000000e+00,1.000000000000000000e+00,1.114023774358214958e+01,4.332622311235861945e-01,2.761501395356473054e+01,5.335677760597873354e-02
3.000000000000000000e+00,1.000000000000000000e+00,1.118808347170630135e+01,2.155328841877640067e-01,8.000000000000000000e+00,1.480275073481588100e-01
3.000000000000000000e+00,2.000000000000000000e+00,8.629995127452854575e+00,6.332114459959191366e-02,6.259914210982643823e+01,3.093299061674016359e-01
3.000000000000000000e+00,2.000000000000000000e+00,8.041732392435619658e+00,4.864928026658998372e-01,8.000000000000000000e+00,4.496008941036380713e-01
3.000000000000000000e+00,1.000000000000000000e+00,1.143453592896649162e+01,7.439112813648223188e-01,2.809983470946734485e+01,4.992010333029005542e-01
3.000000000000000000e+00,2.000000000000000000e+00,1.052528155464954551e+01,1.132217712020485156e-01,2.947939089220326281e+01,0.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,1.008760279077099753e+01,9.131854308124868203e-01,5.104541362193169363e+01,4.919051279308553903e-01
3.000000000000000000e+00,2.000000000000000000e+00,4.105924581538033635e+00,4.003406786291172081e-01,5.902916726295336503e+01,4.425551445540573670e-01
3.000000000000000000e+00,2.000000000000000000e+00,1.054440703203258778e+01,3.201065658341060161e-01,2.612370942699081411e+01,6.604352261109247557e-02
3.000000000000000000e+00,2.000000000000000000e+00,8.899125032642182020e+00,7.673267652840363162e-01,4.422191073823805851e+01,0.000000000000000000e+00
