"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.012590, 1, 0.012590, h0='4', h1='2', x0='4.715600289404392', x1='0.7953760485676303', x2='32.80740627646446', x3='0.4827048624865711'
5.312646, 12.519496, 5.407138, 1, 0.094492, h0='4', h1='2', x0='4.715600289404392', x1='0.7953760485676303', x2='32.80740627646446', x3='0.4827048624865711'
10.913163, 1.642618, 11.091483, 2, 0.178320, h0='5', h1='0', x0='11.320374250411987', x1='0.2942893147343397', x2='38.345457553863525', x3='0.242497980594635'
47.136821, 1.536625, 48.008019, 3, 0.871199, h0='3', h1='0', x0='7.329979658126831', x1='0.881590179566741', x2='24.192386627197266', x3='0.34564077854156494'
219.835412, 1.536294, 266.614738, 4, 46.779325, h0='3', h1='0', x0='7.333656598779633', x1='0.86920095810512', x2='24.17231879189136', x3='0.3627422059235819'
245.542945, 1.536242, 303.575848, 5, 58.032903, h0='3', h1='0', x0='7.3249268637145635', x1='0.8738169125570702', x2='24.17231879189136', x3='0.3726940889077754'
249.904918, 1.536138, 310.861835, 6, 60.956917, h0='3', h1='0', x0='7.3249268637145635', x1='0.8751090448922784', x2='24.159868635451584', x3='0.386187318177293'
272.013628, 1.536133, 345.591302, 7, 73.577675, h0='3', h1='0', x0='7.3230581276801665', x1='0.8779830595042707', x2='24.093498565537658', x3='0.38643944965553273'
355.287692, 1.536129, 480.065708, 8, 124.778016, h0='3', h1='0', x0='7.254475289469525', x1='0.877556220621413', x2='24.093498565537658', x3='0.3865495593778851'
419.879509, 1.536124, 578.843009, 9, 158.963500, h0='3', h1='0', x0='7.241775815398071', x1='0.8774480987896804', x2='24.093498565537658', x3='0.38983564812875665'
