1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.898770617443514830e-01,-3.956706244247785165e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.686596648456938130e-01,-7.691941722539907822e-02
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.511170821104690365e-01,-3.636256120259047098e-01
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-3.622595204828498172e-01,1.365793378545325787e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.041281024976491221e-01,1.047676430109945045e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,-9.613132754035147443e-01,5.192989351043471036e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-9.744383708187827065e-01,-2.525678536025677268e-02
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.052294798311678825e-01,6.219331479101346538e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-1.966470387386956009e-01,6.959579950939489557e-01
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.990867925153110285e-01,-8.886526408298431878e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-7.270309734889124353e-01,-7.101610761909791236e-01
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,3.874361462133804057e-01,4.735509623208211671e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.394606222464616074e-01,-9.610495170247508323e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-5.618480912748988754e-01,2.810080580395053484e-01
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.801548317531788790e-02,8.449004765417398310e-01
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,9.733466607169372065e-01,-3.238919007009444240e-01
2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,3.631180859964577845e-01,8.959000595043076220e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,8.648274378772748960e-01,6.813708607772896997e-01
2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,9.593866166380109473e-01,5.344325692283482532e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,9.121165280965741751e-01,9.318617933986332869e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-9.082595896183733863e-01,1.078545456431718730e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,9.822138134472069293e-01,-4.827922339276393693e-01
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.130422117434881635e-01,-2.671455779170315292e-01
2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,5.898379241388032046e-01,-1.165740458355579712e-01
1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,-3.125733860793913355e-01,4.186020355428714534e-01
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.566580400257424177e-01,9.397190139559927768e-01
2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,-4.348671953432625692e-02,8.310060081973198454e-01
2.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,-5.060036945592485402e-01,-8.940962637831053605e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.996666114743623321e-01,-3.312716916775200193e-01
2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,-1.592184503086968572e-01,9.199252946809635123e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.498678583842956602e-01,-1.595927908245451388e-01
2.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,4.608634521983314691e-01,6.069394632173488180e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-7.647293687834388898e-01,5.535867215325851465e-01
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,8.140912735621286256e-01,-3.416836129718414661e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.957393802204937305e-01,-6.163950061206204811e-01
1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,-8.171708261486996250e-01,-3.980416603181322621e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-5.684736825083007705e-01,-2.260751712469888375e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.162525268521330979e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,5.092307942808844690e-01,-6.572144327969204891e-01
2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,6.534235714140157469e-02,1.572036456903092017e-01
1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,8.410362340274404325e-01,-8.473878090670037277e-01
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,6.660748171688548602e-01,4.684259746107060085e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.878083405701623576e-01,7.143084941456592230e-01
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.259258404660695163e-01,4.314698279160622540e-02
2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,9.935330761194413052e-01,3.813548960645030683e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-2.235214679577564034e-01,-4.090749500944241834e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-9.266944445497566907e-01,-9.456415571203611314e-01
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.961128839516269373e-01,3.921323495413144844e-01
1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,2.929096886608291150e-01,4.518652138391108797e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.405105360142580473e-01,9.057679934748434913e-01
2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,-6.592230607901623518e-01,-8.704817306881751371e-02
1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-2.647647498647001107e-01,-6.619423788184952695e-01
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-1.029074765060997709e-01,8.300109717847128366e-01
1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,5.352644698786162003e-01,-3.318342113953218764e-01
0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,-3.672653767749192166e-01,-6.841753866501261161e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-2.831241433036875144e-01,6.131335818554422001e-01
2.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,9.475235110190027843e-01,2.383519059522096750e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-2.229005717330867498e-03,-3.664107440699515550e-02
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,9.513773450213544036e-01,6.607799280116319895e-01
1.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,8.222433296014537429e-01,-1.689926615503194451e-01
2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,-8.936403424420087394e-01,2.279406584467273955e-01
1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,8.145520198028501913e-01,-9.454263690923928598e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-1.044576792685774080e-01,1.012789419047377404e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.527422185442179892e-01,-5.862461266326479681e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,9.144633242838617893e-01,5.752661668496643621e-01
0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,-4.194726657293759153e-01,5.802022468675789302e-01
2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,4.619183879589756625e-01,3.645065774152220772e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.282227005422563515e-01,2.105671839235099263e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-9.866544285947118631e-01,4.275444252672591094e-01
2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,5.045268032272640646e-01,-9.755046803981897163e-01
2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,8.551881630850686200e-01,-1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.076627646527188453e-01,-7.741957455535712906e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-8.503048325224977777e-01,-9.682926652341079521e-01
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-8.866329247877797748e-01,-4.665672056502043752e-01
0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,4.656506726963522969e-01,-8.742247522785990821e-01
2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,4.117685172506220237e-01,-8.898303357884280729e-01
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,-6.125494754037099643e-01,3.480976294348128164e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.217399773298821763e-02,-5.007294503475145930e-03
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.167327946496105107e-01,1.998038969008494592e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.664847619778072940e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-7.405946350394561062e-01,-7.088913765394073696e-01
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.726416937932912621e-01,8.615318449185387362e-01
2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,-7.767578326211388440e-01,-6.749751590020336423e-02
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-7.766775360106792370e-01,-8.320937133558858889e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-7.450416576515841438e-01,-8.703371007926978820e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,9.361490689625904249e-01,3.240678245641914756e-01
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,5.928715079758923867e-01,-8.726271384506891771e-01
1.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,-7.683523366922275777e-01,-3.085275168177759042e-02
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-5.475340634805565543e-01,-5.211119139146637436e-02
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.646680276469921544e-01,-9.590327744175346503e-01
1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.504496801426405739e-01,-4.613929196429111812e-01
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.494347545218940088e-01,-6.372773869785897105e-01
2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,9.781623231587117662e-01,-5.044007150335956258e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,8.846995999124461774e-01,-3.266819715189365203e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,7.015901787535574474e-01,4.599289404416371241e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-3.317913657180993070e-01,7.668890200330644724e-01
2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-8.036042546636443795e-01,6.608576964486974070e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,8.846217288333361184e-01,8.206934654600770429e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.510150362433599902e-01,-3.108248541445290947e-02
1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,-6.404118878202980092e-01,-3.897518976493163922e-01
