1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.928601514360016145e-01,3.319798053011772110e-01,8.212291230578318002e-01,4.169662572524990285e-02,1.076566799359679472e-01,5.950520642062402388e-01
2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.621726868764881146e-01,2.778423110273257057e-01,1.865273872193740079e-02,2.441832031072902476e-01,9.698209574405877165e-01,7.660093116310365824e-01
0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.928660464914556227e-01,3.319802397319070453e-01,8.212355883172389737e-01,4.169501516992469431e-02,1.076497847613380882e-01,5.950506747627140047e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.583560915810046987e-01,3.226599689790578540e-01,6.725144473135162837e-01,7.815926335774407707e-02,2.640378029550314309e-01,6.277314801221324236e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.067473748656535326e-01,3.190855592950402331e-01,6.154506658769891558e-01,9.214746200793118291e-02,3.240338688105111609e-01,6.402736128448286435e-01
2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.004498801641978689e-01,2.907837251389905897e-01,8.565463434980781221e-01,1.712277549332197057e-01,1.690993134001140541e-01,5.097469459574359707e-01
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.301688888154590495e-01,2.909395035902784254e-01,1.000000000000000000e+00,1.572433910187739647e-01,0.000000000000000000e+00,4.123969253469714213e-01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.995318210127566605e-01,3.401857174767554115e-01,8.175127909949779781e-01,3.159143088823331696e-02,1.830089378435654779e-01,7.283508779648769638e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.060550764845663130e-01,3.712874672343954296e-01,8.224252438201130611e-01,0.000000000000000000e+00,2.426068789357360700e-01,9.570136145103399494e-01
1.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.169536635107783606e-01,4.019499373301460010e-01,8.626415320943767728e-01,0.000000000000000000e+00,2.757402052804833748e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.068260149928074165e-01,3.459452738410553896e-01,9.590233657803421963e-01,0.000000000000000000e+00,2.179395551416600518e-01,1.000000000000000000e+00
