0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.713206432667459866e-01,2.075194935940150032e-02,6.336482349262754221e-01,7.488038825386118535e-01,4.985070123025904243e-01,2.247966455308476608e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.980628647596239800e-01,7.605307121989587360e-01,1.691108365625354493e-01,8.833981417401026714e-02,6.853598183677972466e-01,9.533933461949365418e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.948266327914451423e-03,5.121922633857766138e-01,8.126209616521135048e-01,6.125260668293881494e-01,7.217553174317995479e-01,2.918760681706331628e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.177741225129434355e-01,7.145757833976905671e-01,5.425443680112612688e-01,1.421700476015269610e-01,3.733407600514692115e-01,6.741336150663452820e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.418331744229960778e-01,4.340139933332937128e-01,6.177669784693171628e-01,5.131382425543908887e-01,6.503971819314672276e-01,6.010389534045443849e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.052231968327464573e-01,5.216471523936341281e-01,9.086488808086682356e-01,3.192360889885452746e-01,9.045934927090737432e-02,3.007000566362033611e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.139843618635497657e-01,8.286813263076766578e-01,4.689631938924976318e-02,6.262871483113925386e-01,5.475861559192435335e-01,8.192869956700686851e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.989475396788122907e-01,8.568503024577331928e-01,3.516526394320879101e-01,7.546476915298572230e-01,2.959617068796787098e-01,8.839364795611862613e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.255116378322487902e-01,1.650158977191484855e-01,3.925292439465872807e-01,9.346037455865030541e-02,8.211056578369284598e-01,1.511520196425638618e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.841144486921995727e-01,9.442607122388011476e-01,9.876254749018722467e-01,4.563045470947840743e-01,8.261228438427398180e-01,2.513741342070593410e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.973716482308842890e-01,9.028317603316273754e-01,5.345579488018150638e-01,5.902013629854229171e-01,3.928176722538734289e-02,3.571817586345362727e-01
